login_hour,trusted_device,country,ip_reputation,vpn_detected,failed_login_attempts,browser,access_frequency,file_sensitivity,refresh_frequency,label
17,1,India,0.83,0,0,Safari,5,Low,0,Normal
3,0,Russia,0.08,1,7,Safari,18,High,8,Attack
21,0,USA,0.74,0,5,Safari,7,High,6,Suspicious
18,1,India,0.87,0,0,Safari,5,Medium,0,Normal
14,1,India,0.83,0,0,Safari,3,Low,2,Normal
10,1,India,0.87,0,1,Chrome,3,Medium,0,Normal
21,1,Germany,0.44,0,5,Chrome,6,Medium,5,Suspicious
23,0,USA,0.73,1,3,Edge,10,Medium,2,Suspicious
0,0,India,0.48,0,4,Firefox,7,Medium,4,Suspicious
13,1,India,0.86,0,0,Firefox,3,Medium,1,Normal
21,1,India,0.44,0,2,Chrome,10,Medium,4,Suspicious
10,1,India,0.84,0,0,Edge,5,Medium,0,Normal
2,0,Germany,0.62,1,4,Firefox,8,High,3,Suspicious
12,1,India,0.97,0,1,Chrome,3,Low,0,Normal
5,1,India,0.52,0,5,Chrome,6,Medium,6,Suspicious
15,1,India,0.93,0,1,Edge,1,Medium,2,Normal
17,1,India,0.89,0,0,Chrome,4,Medium,2,Normal
9,1,India,0.99,0,0,Firefox,2,Medium,0,Normal
10,1,India,0.99,0,0,Edge,2,Low,2,Normal
14,1,India,0.94,0,1,Edge,1,Medium,0,Normal
11,1,India,0.8,0,1,Firefox,5,Low,0,Normal
3,0,China,0.13,1,8,Firefox,10,High,6,Attack
5,1,USA,0.61,1,3,Firefox,7,High,5,Suspicious
0,0,USA,0.41,0,5,Edge,7,Medium,4,Suspicious
16,1,India,0.81,0,1,Firefox,3,Medium,1,Normal
11,1,India,0.93,0,1,Safari,2,Low,2,Normal
0,1,Germany,0.61,0,3,Edge,8,Medium,6,Suspicious
16,1,India,0.82,0,1,Chrome,3,Low,2,Normal
13,1,India,0.92,0,1,Chrome,1,Medium,2,Normal
10,1,India,0.97,0,0,Chrome,4,Low,1,Normal
0,1,India,0.6,0,5,Safari,5,Medium,3,Suspicious
13,1,India,0.86,0,1,Firefox,4,Low,0,Normal
16,1,India,0.85,0,1,Firefox,5,Low,1,Normal
10,1,India,0.85,0,1,Safari,2,Low,0,Normal
9,1,India,0.93,0,1,Firefox,1,Medium,0,Normal
23,1,India,0.49,1,4,Safari,6,High,5,Suspicious
21,1,USA,0.5,1,3,Firefox,8,High,3,Suspicious
3,1,USA,0.62,1,3,Firefox,9,High,3,Suspicious
10,1,India,0.82,0,1,Chrome,5,Low,2,Normal
1,0,Unknown,0.11,1,9,Chrome,18,High,9,Attack
16,1,India,0.84,0,0,Edge,1,Medium,2,Normal
3,0,China,0.11,1,9,Firefox,15,High,6,Attack
16,1,India,0.89,0,1,Edge,5,Medium,2,Normal
11,1,India,0.99,0,1,Safari,1,Medium,1,Normal
10,1,India,0.97,0,0,Firefox,4,Medium,1,Normal
18,1,India,0.92,0,0,Firefox,3,Medium,2,Normal
4,1,USA,0.51,0,5,Edge,6,Medium,3,Suspicious
16,1,India,0.93,0,1,Safari,1,Medium,0,Normal
4,1,India,0.62,0,2,Firefox,5,Medium,3,Suspicious
20,0,Germany,0.78,1,4,Edge,7,Medium,2,Suspicious
13,1,India,0.93,0,0,Edge,4,Medium,2,Normal
11,1,India,0.81,0,1,Safari,5,Medium,2,Normal
17,1,India,0.9,0,0,Chrome,4,Medium,1,Normal
22,0,India,0.64,1,2,Chrome,5,High,4,Suspicious
8,1,India,0.91,0,0,Edge,1,Low,1,Normal
4,1,Germany,0.54,1,3,Chrome,8,High,5,Suspicious
14,1,India,0.94,0,0,Edge,3,Medium,2,Normal
21,0,USA,0.77,0,4,Safari,9,High,3,Suspicious
13,1,India,0.87,0,0,Firefox,4,Low,0,Normal
8,1,India,0.8,0,1,Firefox,5,Medium,1,Normal
9,1,India,0.9,0,0,Chrome,2,Low,0,Normal
21,1,India,0.51,1,5,Edge,5,High,3,Suspicious
11,1,India,0.92,0,1,Edge,4,Medium,0,Normal
11,1,India,0.98,0,0,Safari,1,Medium,2,Normal
14,1,India,0.96,0,0,Firefox,5,Medium,0,Normal
9,1,India,0.87,0,0,Edge,2,Medium,2,Normal
10,1,India,0.97,0,1,Safari,3,Medium,1,Normal
13,1,India,0.92,0,0,Edge,5,Medium,0,Normal
3,0,USA,0.68,1,3,Chrome,10,Medium,3,Suspicious
16,1,India,0.91,0,1,Chrome,4,Medium,2,Normal
11,1,India,0.94,0,0,Chrome,4,Low,2,Normal
17,1,India,0.92,0,0,Safari,1,Medium,1,Normal
9,1,India,0.83,0,0,Edge,2,Low,1,Normal
10,1,India,0.87,0,0,Safari,3,Low,0,Normal
17,1,India,0.91,0,1,Edge,1,Low,1,Normal
1,0,Russia,0.23,1,9,Firefox,19,High,8,Attack
17,1,India,0.93,0,1,Safari,1,Low,0,Normal
14,1,India,0.8,0,1,Edge,2,Low,2,Normal
15,1,India,0.84,0,1,Safari,1,Medium,0,Normal
12,1,India,0.87,0,0,Firefox,5,Low,0,Normal
21,0,India,0.54,1,2,Safari,9,High,6,Suspicious
13,1,India,0.85,0,0,Chrome,1,Low,1,Normal
8,1,India,0.81,0,0,Firefox,4,Low,1,Normal
12,1,India,0.88,0,0,Chrome,5,Medium,2,Normal
10,1,India,0.83,0,1,Edge,1,Low,2,Normal
15,1,India,0.87,0,0,Safari,1,Medium,2,Normal
13,1,India,0.91,0,1,Firefox,5,Low,0,Normal
23,0,USA,0.64,0,2,Chrome,9,High,3,Suspicious
3,0,USA,0.74,1,2,Firefox,9,Medium,2,Suspicious
12,1,India,0.94,0,0,Edge,2,Medium,2,Normal
14,1,India,0.84,0,1,Chrome,1,Low,1,Normal
13,1,India,0.82,0,0,Chrome,2,Low,1,Normal
1,0,Unknown,0.23,1,8,Firefox,19,High,9,Attack
20,0,India,0.73,0,5,Firefox,6,Medium,6,Suspicious
0,1,USA,0.64,0,4,Safari,7,High,4,Suspicious
12,1,India,0.97,0,0,Firefox,2,Medium,1,Normal
20,0,USA,0.63,0,2,Edge,10,High,5,Suspicious
1,1,India,0.72,0,2,Chrome,5,High,6,Suspicious
23,1,Germany,0.58,0,2,Chrome,6,High,2,Suspicious
4,0,Russia,0.05,1,7,Firefox,14,High,8,Attack
14,1,India,0.94,0,1,Chrome,3,Medium,1,Normal
4,0,China,0.16,1,7,Firefox,15,High,8,Attack
5,0,USA,0.54,0,5,Chrome,10,High,3,Suspicious
15,1,India,0.85,0,0,Firefox,1,Low,2,Normal
4,0,USA,0.52,0,2,Safari,7,Medium,2,Suspicious
9,1,India,0.81,0,0,Edge,3,Low,0,Normal
21,1,USA,0.67,0,5,Safari,6,Medium,3,Suspicious
12,1,India,0.9,0,0,Chrome,1,Medium,0,Normal
12,1,India,0.94,0,1,Safari,1,Medium,1,Normal
20,0,Germany,0.58,1,4,Edge,6,High,2,Suspicious
11,1,India,0.96,0,1,Firefox,1,Medium,1,Normal
8,1,India,0.9,0,1,Firefox,3,Low,0,Normal
1,0,Germany,0.7,0,5,Safari,8,Medium,3,Suspicious
17,1,India,0.95,0,1,Firefox,5,Low,1,Normal
10,1,India,1.0,0,0,Chrome,5,Low,0,Normal
2,0,Russia,0.06,1,8,Edge,13,High,8,Attack
23,0,Germany,0.51,0,2,Safari,8,Medium,5,Suspicious
9,1,India,0.81,0,1,Safari,1,Medium,2,Normal
8,1,India,0.84,0,1,Chrome,2,Medium,0,Normal
11,1,India,0.89,0,1,Edge,2,Medium,1,Normal
10,1,India,0.99,0,1,Firefox,3,Low,1,Normal
11,1,India,0.94,0,0,Edge,2,Low,0,Normal
10,1,India,0.95,0,0,Chrome,2,Low,0,Normal
13,1,India,0.97,0,1,Firefox,4,Medium,2,Normal
18,1,India,0.98,0,1,Safari,1,Low,1,Normal
8,1,India,0.96,0,0,Chrome,5,Low,1,Normal
22,0,USA,0.5,0,4,Chrome,6,Medium,5,Suspicious
9,1,India,0.83,0,1,Edge,1,Medium,1,Normal
1,1,Germany,0.6,1,4,Chrome,7,Medium,3,Suspicious
18,1,India,0.97,0,1,Chrome,1,Low,0,Normal
3,1,India,0.63,1,4,Safari,5,High,2,Suspicious
10,1,India,0.86,0,0,Chrome,5,Low,2,Normal
10,1,India,0.92,0,1,Firefox,1,Low,2,Normal
5,0,Germany,0.57,0,5,Safari,6,High,3,Suspicious
20,1,USA,0.79,0,2,Chrome,6,Medium,2,Suspicious
18,1,India,0.84,0,1,Firefox,2,Low,1,Normal
14,1,India,0.86,0,0,Edge,4,Medium,2,Normal
1,1,USA,0.63,0,2,Edge,5,Medium,5,Suspicious
1,0,China,0.03,1,10,Chrome,16,High,8,Attack
1,0,Russia,0.16,1,6,Edge,20,High,6,Attack
1,0,Unknown,0.28,1,6,Chrome,14,High,9,Attack
20,1,USA,0.7,0,3,Edge,6,Medium,4,Suspicious
15,1,India,0.88,0,1,Edge,3,Medium,1,Normal
11,1,India,0.88,0,0,Safari,5,Medium,1,Normal
10,1,India,0.93,0,1,Chrome,5,Medium,1,Normal
0,1,India,0.61,1,2,Firefox,5,Medium,4,Suspicious
11,1,India,0.95,0,1,Safari,5,Low,1,Normal
10,1,India,0.86,0,1,Safari,1,Low,1,Normal
13,1,India,0.85,0,0,Safari,5,Low,1,Normal
3,0,Russia,0.01,1,9,Firefox,15,High,8,Attack
15,1,India,0.84,0,1,Chrome,1,Low,1,Normal
18,1,India,0.96,0,1,Firefox,2,Medium,0,Normal
9,1,India,0.96,0,0,Chrome,4,Medium,0,Normal
18,1,India,0.97,0,1,Firefox,5,Low,0,Normal
18,1,India,0.83,0,0,Safari,3,Low,2,Normal
4,0,China,0.05,1,9,Edge,15,High,10,Attack
1,0,China,0.05,1,9,Edge,11,High,6,Attack
4,0,USA,0.6,0,5,Safari,8,High,5,Suspicious
17,1,India,0.92,0,1,Chrome,1,Medium,1,Normal
2,0,China,0.17,1,6,Chrome,13,High,9,Attack
15,1,India,0.94,0,1,Edge,5,Low,0,Normal
18,1,India,0.95,0,0,Chrome,2,Low,1,Normal
5,0,USA,0.56,1,3,Safari,7,High,2,Suspicious
2,0,Unknown,0.09,1,10,Edge,15,High,8,Attack
11,1,India,0.83,0,1,Firefox,1,Low,0,Normal
9,1,India,0.97,0,1,Edge,2,Medium,2,Normal
11,1,India,0.92,0,0,Safari,3,Medium,1,Normal
14,1,India,0.98,0,1,Edge,2,Medium,1,Normal
15,1,India,0.92,0,1,Edge,5,Medium,1,Normal
23,0,Germany,0.68,1,3,Chrome,7,Medium,3,Suspicious
4,0,Russia,0.24,1,10,Chrome,17,High,6,Attack
12,1,India,0.84,0,1,Firefox,2,Low,0,Normal
16,1,India,0.91,0,0,Safari,3,Medium,2,Normal
14,1,India,0.89,0,0,Chrome,1,Medium,2,Normal
10,1,India,0.89,0,1,Edge,1,Low,1,Normal
13,1,India,0.96,0,1,Safari,2,Medium,0,Normal
0,1,USA,0.6,1,4,Chrome,8,High,6,Suspicious
18,1,India,0.91,0,1,Edge,3,Low,2,Normal
16,1,India,0.82,0,0,Edge,5,Low,1,Normal
4,0,Russia,0.08,1,10,Firefox,10,High,10,Attack
16,1,India,0.99,0,0,Edge,3,Low,0,Normal
18,1,India,0.8,0,0,Edge,5,Medium,1,Normal
13,1,India,0.97,0,0,Chrome,3,Low,1,Normal
11,1,India,0.81,0,1,Firefox,5,Low,2,Normal
8,1,India,0.94,0,1,Edge,3,Medium,1,Normal
10,1,India,0.99,0,0,Chrome,5,Low,2,Normal
1,0,Russia,0.23,1,6,Chrome,17,High,6,Attack
18,1,India,0.8,0,1,Firefox,5,Medium,2,Normal
21,1,USA,0.77,0,3,Edge,7,Medium,2,Suspicious
8,1,India,0.97,0,1,Firefox,5,Medium,0,Normal
3,1,India,0.54,0,2,Safari,6,High,2,Suspicious
14,1,India,0.9,0,0,Safari,1,Low,1,Normal
12,1,India,0.81,0,0,Chrome,3,Medium,1,Normal
14,1,India,0.87,0,1,Safari,2,Low,2,Normal
9,1,India,0.83,0,0,Safari,4,Medium,1,Normal
15,1,India,0.81,0,0,Firefox,5,Medium,2,Normal
3,0,Unknown,0.19,1,6,Chrome,20,High,8,Attack
14,1,India,0.89,0,1,Edge,1,Medium,0,Normal
17,1,India,0.9,0,1,Edge,4,Low,0,Normal
13,1,India,0.92,0,0,Chrome,2,Low,1,Normal
11,1,India,0.95,0,1,Safari,5,Low,1,Normal
11,1,India,0.86,0,0,Safari,5,Medium,0,Normal
20,0,Germany,0.54,1,5,Edge,7,Medium,6,Suspicious
8,1,India,0.87,0,1,Edge,1,Medium,2,Normal
8,1,India,0.88,0,1,Firefox,5,Medium,1,Normal
12,1,India,0.83,0,1,Chrome,1,Low,1,Normal
17,1,India,0.86,0,1,Safari,3,Low,1,Normal
17,1,India,0.82,0,1,Edge,2,Low,1,Normal
9,1,India,0.88,0,0,Safari,1,Medium,0,Normal
9,1,India,0.82,0,1,Safari,1,Low,2,Normal
4,0,China,0.1,1,8,Safari,14,High,10,Attack
14,1,India,0.9,0,0,Edge,3,Medium,0,Normal
8,1,India,0.88,0,0,Firefox,5,Medium,0,Normal
8,1,India,0.87,0,1,Chrome,5,Medium,0,Normal
20,0,Germany,0.41,0,4,Firefox,7,Medium,5,Suspicious
16,1,India,0.96,0,0,Firefox,5,Low,1,Normal
8,1,India,0.96,0,0,Chrome,2,Medium,1,Normal
12,1,India,0.96,0,1,Chrome,5,Low,2,Normal
10,1,India,0.95,0,1,Edge,1,Medium,0,Normal
20,1,USA,0.79,0,3,Safari,9,Medium,6,Suspicious
8,1,India,0.95,0,1,Edge,4,Medium,1,Normal
12,1,India,0.8,0,0,Firefox,2,Low,2,Normal
13,1,India,0.85,0,0,Chrome,4,Medium,1,Normal
17,1,India,0.95,0,0,Safari,4,Medium,0,Normal
14,1,India,0.9,0,1,Edge,5,Low,0,Normal
5,0,India,0.75,0,2,Edge,7,Medium,4,Suspicious
21,0,USA,0.45,1,3,Chrome,6,Medium,4,Suspicious
22,0,Germany,0.47,1,3,Edge,10,High,4,Suspicious
13,1,India,0.95,0,1,Firefox,4,Medium,0,Normal
13,1,India,0.87,0,0,Edge,5,Medium,0,Normal
13,1,India,0.95,0,1,Firefox,4,Medium,1,Normal
13,1,India,0.86,0,1,Firefox,3,Medium,0,Normal
5,1,USA,0.52,0,2,Firefox,7,High,3,Suspicious
5,1,India,0.75,1,5,Chrome,10,Medium,4,Suspicious
4,1,Germany,0.54,1,4,Chrome,10,High,5,Suspicious
1,0,China,0.27,1,10,Firefox,15,High,8,Attack
4,0,Unknown,0.24,1,9,Chrome,15,High,6,Attack
12,1,India,0.95,0,0,Firefox,2,Medium,2,Normal
15,1,India,0.99,0,0,Chrome,5,Medium,0,Normal
15,1,India,0.98,0,0,Safari,4,Low,1,Normal
0,1,India,0.6,0,5,Edge,5,Medium,2,Suspicious
2,0,China,0.08,1,7,Firefox,13,High,6,Attack
16,1,India,0.99,0,1,Chrome,1,Medium,1,Normal
12,1,India,0.87,0,0,Edge,2,Medium,1,Normal
14,1,India,0.96,0,1,Chrome,2,Medium,0,Normal
12,1,India,0.92,0,1,Safari,5,Low,0,Normal
10,1,India,0.84,0,1,Firefox,3,Medium,2,Normal
1,1,India,0.51,0,4,Edge,7,High,5,Suspicious
9,1,India,0.89,0,1,Chrome,5,Low,0,Normal
10,1,India,0.97,0,0,Firefox,3,Low,2,Normal
3,0,Russia,0.1,1,10,Chrome,15,High,10,Attack
5,1,India,0.43,1,3,Chrome,7,High,6,Suspicious
13,1,India,1.0,0,0,Safari,5,Medium,2,Normal
21,1,India,0.47,1,3,Safari,10,High,2,Suspicious
17,1,India,0.82,0,0,Firefox,4,Medium,2,Normal
16,1,India,0.82,0,1,Firefox,4,Medium,2,Normal
12,1,India,0.84,0,0,Safari,2,Low,1,Normal
20,1,Germany,0.51,0,5,Edge,6,Medium,2,Suspicious
13,1,India,0.91,0,1,Firefox,2,Low,0,Normal
4,0,China,0.06,1,8,Firefox,15,High,10,Attack
15,1,India,0.87,0,0,Chrome,5,Low,2,Normal
8,1,India,0.85,0,0,Chrome,3,Low,0,Normal
4,0,China,0.02,1,9,Chrome,16,High,9,Attack
13,1,India,0.93,0,1,Safari,4,Medium,1,Normal
17,1,India,0.9,0,0,Safari,1,Low,2,Normal
12,1,India,0.81,0,0,Edge,5,Low,1,Normal
14,1,India,0.93,0,1,Chrome,5,Low,2,Normal
3,0,Unknown,0.05,1,10,Chrome,14,High,8,Attack
2,1,USA,0.68,0,4,Firefox,9,High,2,Suspicious
14,1,India,0.83,0,1,Firefox,3,Medium,1,Normal
1,0,Russia,0.14,1,8,Safari,20,High,8,Attack
3,0,USA,0.56,1,3,Edge,5,Medium,6,Suspicious
9,1,India,0.86,0,0,Chrome,4,Medium,0,Normal
5,1,USA,0.52,1,4,Firefox,5,Medium,3,Suspicious
9,1,India,0.94,0,1,Safari,4,Medium,0,Normal
17,1,India,0.88,0,1,Firefox,5,Low,2,Normal
15,1,India,0.87,0,1,Safari,1,Low,0,Normal
17,1,India,0.88,0,1,Chrome,1,Medium,2,Normal
3,0,Unknown,0.01,1,6,Edge,18,High,7,Attack
13,1,India,0.9,0,1,Edge,2,Medium,2,Normal
13,1,India,0.87,0,0,Chrome,4,Low,1,Normal
10,1,India,0.89,0,0,Safari,5,Medium,2,Normal
2,0,Russia,0.21,1,9,Edge,16,High,7,Attack
17,1,India,0.92,0,0,Chrome,2,Low,1,Normal
8,1,India,0.86,0,0,Edge,4,Low,2,Normal
11,1,India,0.83,0,0,Firefox,4,Low,1,Normal
5,0,India,0.49,0,2,Chrome,5,Medium,6,Suspicious
15,1,India,0.9,0,1,Safari,1,Low,1,Normal
21,1,USA,0.65,0,2,Safari,9,High,2,Suspicious
15,1,India,0.92,0,1,Chrome,3,Low,1,Normal
9,1,India,0.83,0,0,Edge,1,Medium,0,Normal
20,0,USA,0.45,0,2,Edge,6,Medium,5,Suspicious
18,1,India,0.91,0,0,Safari,2,Low,0,Normal
16,1,India,0.84,0,1,Firefox,2,Low,0,Normal
10,1,India,0.81,0,1,Chrome,4,Low,1,Normal
23,1,Germany,0.6,0,4,Firefox,8,Medium,4,Suspicious
3,0,Russia,0.1,1,6,Safari,19,High,10,Attack
11,1,India,0.86,0,1,Firefox,3,Low,2,Normal
2,0,China,0.05,1,8,Firefox,11,High,6,Attack
10,1,India,0.84,0,0,Edge,2,Medium,1,Normal
23,0,Germany,0.46,1,2,Safari,5,Medium,6,Suspicious
16,1,India,0.87,0,1,Safari,5,Medium,0,Normal
20,1,USA,0.41,1,3,Safari,7,Medium,6,Suspicious
14,1,India,0.84,0,1,Edge,3,Low,0,Normal
16,1,India,0.92,0,1,Edge,4,Low,2,Normal
3,0,China,0.23,1,6,Firefox,11,High,8,Attack
5,1,Germany,0.75,1,5,Safari,8,Medium,2,Suspicious
11,1,India,0.82,0,1,Firefox,5,Medium,2,Normal
8,1,India,0.85,0,0,Firefox,5,Low,0,Normal
4,0,Unknown,0.08,1,7,Firefox,18,High,6,Attack
16,1,India,0.99,0,1,Safari,1,Medium,1,Normal
13,1,India,0.84,0,1,Edge,2,Medium,1,Normal
11,1,India,0.97,0,1,Safari,4,Medium,2,Normal
8,1,India,0.98,0,0,Edge,2,Low,2,Normal
20,0,Germany,0.67,0,5,Safari,6,Medium,3,Suspicious
22,1,Germany,0.56,1,2,Safari,8,Medium,6,Suspicious
18,1,India,0.87,0,0,Safari,4,Low,1,Normal
15,1,India,0.94,0,1,Safari,4,Low,2,Normal
11,1,India,0.94,0,0,Safari,3,Low,1,Normal
1,0,Russia,0.19,1,7,Edge,19,High,10,Attack
10,1,India,0.87,0,1,Firefox,2,Low,0,Normal
4,0,China,0.17,1,8,Chrome,12,High,10,Attack
11,1,India,0.96,0,1,Edge,2,Medium,1,Normal
10,1,India,0.97,0,0,Safari,2,Medium,2,Normal
21,0,Germany,0.6,0,2,Safari,9,High,5,Suspicious
17,1,India,0.94,0,0,Chrome,2,Low,2,Normal
14,1,India,0.88,0,0,Edge,4,Low,0,Normal
8,1,India,0.93,0,1,Edge,4,Low,2,Normal
20,0,India,0.51,1,4,Edge,6,Medium,3,Suspicious
8,1,India,0.94,0,1,Chrome,5,Low,1,Normal
16,1,India,0.96,0,0,Firefox,2,Low,2,Normal
15,1,India,0.81,0,0,Firefox,3,Medium,1,Normal
9,1,India,0.88,0,0,Safari,3,Low,1,Normal
22,0,USA,0.47,1,4,Chrome,8,High,5,Suspicious
11,1,India,0.89,0,1,Safari,3,Low,2,Normal
9,1,India,0.8,0,0,Chrome,5,Medium,2,Normal
2,0,China,0.11,1,9,Edge,15,High,6,Attack
13,1,India,0.85,0,0,Chrome,2,Medium,2,Normal
17,1,India,0.85,0,0,Edge,4,Medium,2,Normal
21,1,USA,0.69,0,5,Edge,8,High,5,Suspicious
1,0,Russia,0.04,1,6,Safari,13,High,6,Attack
23,0,Germany,0.44,1,2,Edge,8,High,4,Suspicious
14,1,India,0.82,0,1,Chrome,4,Medium,1,Normal
23,0,Germany,0.62,1,3,Edge,10,Medium,4,Suspicious
15,1,India,0.81,0,1,Firefox,5,Medium,2,Normal
9,1,India,0.87,0,1,Chrome,2,Medium,2,Normal
4,1,USA,0.77,1,5,Chrome,8,High,6,Suspicious
15,1,India,0.97,0,0,Edge,2,Low,2,Normal
4,0,Russia,0.11,1,10,Safari,16,High,6,Attack
14,1,India,0.8,0,1,Safari,1,Medium,2,Normal
22,0,USA,0.55,0,5,Chrome,10,Medium,3,Suspicious
4,1,India,0.73,0,2,Safari,6,Medium,2,Suspicious
1,1,Germany,0.67,1,5,Safari,9,Medium,4,Suspicious
3,0,Russia,0.03,1,8,Edge,18,High,8,Attack
4,1,Germany,0.63,0,3,Safari,8,High,4,Suspicious
11,1,India,0.88,0,0,Safari,4,Low,2,Normal
9,1,India,0.99,0,0,Chrome,3,Low,2,Normal
2,0,Unknown,0.01,1,10,Edge,20,High,9,Attack
16,1,India,0.89,0,0,Edge,5,Medium,2,Normal
14,1,India,0.82,0,0,Edge,5,Low,2,Normal
11,1,India,0.91,0,0,Edge,2,Medium,0,Normal
8,1,India,1.0,0,1,Chrome,5,Low,0,Normal
13,1,India,0.91,0,0,Edge,2,Medium,2,Normal
1,0,Unknown,0.18,1,8,Firefox,11,High,9,Attack
10,1,India,0.9,0,1,Edge,1,Low,2,Normal
1,0,Germany,0.72,0,5,Edge,10,High,5,Suspicious
9,1,India,0.86,0,0,Edge,3,Medium,0,Normal
12,1,India,0.95,0,0,Edge,4,Medium,2,Normal
10,1,India,0.84,0,1,Edge,1,Medium,0,Normal
8,1,India,0.9,0,0,Firefox,3,Medium,0,Normal
17,1,India,0.88,0,1,Edge,4,Low,0,Normal
9,1,India,0.96,0,1,Firefox,2,Low,1,Normal
4,0,China,0.25,1,8,Chrome,18,High,10,Attack
0,1,Germany,0.75,1,4,Firefox,10,Medium,3,Suspicious
21,1,India,0.53,1,5,Safari,9,Medium,4,Suspicious
14,1,India,0.83,0,1,Firefox,1,Low,2,Normal
8,1,India,0.9,0,1,Edge,5,Medium,1,Normal
2,0,Unknown,0.28,1,6,Chrome,18,High,10,Attack
8,1,India,0.96,0,0,Firefox,3,Medium,0,Normal
18,1,India,0.9,0,0,Firefox,5,Low,0,Normal
13,1,India,0.97,0,0,Chrome,2,Low,1,Normal
8,1,India,0.84,0,0,Safari,1,Low,1,Normal
17,1,India,0.97,0,0,Safari,4,Low,1,Normal
4,1,Germany,0.62,1,5,Edge,10,High,3,Suspicious
14,1,India,0.89,0,0,Safari,4,Medium,2,Normal
15,1,India,0.86,0,1,Edge,5,Medium,2,Normal
16,1,India,0.9,0,0,Firefox,2,Medium,1,Normal
12,1,India,0.94,0,0,Firefox,5,Medium,2,Normal
12,1,India,0.94,0,1,Chrome,3,Medium,0,Normal
18,1,India,0.86,0,1,Firefox,3,Low,2,Normal
16,1,India,0.82,0,0,Firefox,4,Medium,2,Normal
18,1,India,0.94,0,0,Firefox,2,Low,2,Normal
11,1,India,0.97,0,0,Edge,2,Low,0,Normal
14,1,India,0.81,0,0,Chrome,1,Medium,2,Normal
3,1,Germany,0.66,0,3,Firefox,5,Medium,4,Suspicious
18,1,India,0.98,0,0,Safari,3,Low,0,Normal
22,0,Germany,0.71,0,5,Edge,6,High,5,Suspicious
11,1,India,0.86,0,0,Edge,4,Low,1,Normal
15,1,India,0.95,0,1,Chrome,5,Low,2,Normal
9,1,India,0.98,0,0,Chrome,5,Medium,0,Normal
14,1,India,0.85,0,0,Firefox,5,Medium,2,Normal
12,1,India,0.99,0,0,Edge,2,Medium,1,Normal
10,1,India,0.83,0,1,Chrome,1,Low,2,Normal
1,0,Unknown,0.12,1,8,Safari,14,High,6,Attack
16,1,India,0.85,0,1,Chrome,3,Low,2,Normal
8,1,India,0.81,0,0,Safari,3,Low,0,Normal
23,1,USA,0.63,1,3,Edge,9,High,2,Suspicious
10,1,India,0.81,0,0,Firefox,3,Medium,0,Normal
10,1,India,0.88,0,0,Chrome,1,Low,0,Normal
3,0,China,0.22,1,7,Safari,10,High,6,Attack
9,1,India,1.0,0,1,Firefox,3,Medium,0,Normal
12,1,India,0.85,0,1,Safari,3,Low,1,Normal
14,1,India,0.88,0,1,Edge,3,Low,1,Normal
2,0,USA,0.58,1,5,Edge,9,Medium,5,Suspicious
10,1,India,0.82,0,0,Safari,3,Medium,0,Normal
15,1,India,0.92,0,0,Chrome,5,Medium,2,Normal
4,1,India,0.64,0,5,Edge,8,Medium,4,Suspicious
11,1,India,0.86,0,1,Safari,2,Medium,1,Normal
2,0,China,0.08,1,9,Chrome,14,High,7,Attack
1,1,USA,0.51,0,2,Safari,7,High,4,Suspicious
11,1,India,0.83,0,0,Edge,5,Low,1,Normal
11,1,India,0.93,0,0,Firefox,1,Medium,0,Normal
2,0,Germany,0.63,1,2,Firefox,6,Medium,6,Suspicious
23,1,Germany,0.7,1,3,Edge,10,Medium,4,Suspicious
0,0,Germany,0.42,0,5,Chrome,7,Medium,6,Suspicious
23,0,USA,0.41,0,2,Chrome,8,High,5,Suspicious
8,1,India,0.88,0,0,Edge,1,Low,2,Normal
14,1,India,0.8,0,0,Firefox,5,Medium,2,Normal
8,1,India,0.88,0,0,Firefox,1,Medium,2,Normal
18,1,India,0.85,0,1,Chrome,1,Medium,2,Normal
12,1,India,1.0,0,0,Firefox,2,Low,1,Normal
21,1,USA,0.43,1,2,Chrome,7,High,3,Suspicious
2,0,Russia,0.1,1,8,Edge,19,High,7,Attack
20,0,Germany,0.78,1,4,Safari,5,High,4,Suspicious
4,0,USA,0.52,1,5,Chrome,5,High,4,Suspicious
5,0,India,0.56,0,5,Chrome,6,Medium,5,Suspicious
16,1,India,0.85,0,0,Firefox,4,Medium,2,Normal
11,1,India,0.84,0,0,Chrome,4,Low,2,Normal
15,1,India,0.96,0,1,Chrome,4,Low,1,Normal
5,0,USA,0.59,1,5,Safari,10,High,3,Suspicious
12,1,India,1.0,0,1,Safari,1,Low,2,Normal
13,1,India,0.94,0,1,Edge,4,Low,0,Normal
20,1,USA,0.57,0,5,Safari,9,High,3,Suspicious
2,0,Unknown,0.14,1,7,Firefox,10,High,7,Attack
8,1,India,0.97,0,0,Chrome,1,Medium,0,Normal
9,1,India,0.91,0,1,Chrome,4,Medium,1,Normal
10,1,India,0.98,0,0,Chrome,4,Low,0,Normal
18,1,India,0.84,0,0,Edge,1,Medium,0,Normal
10,1,India,0.87,0,0,Firefox,1,Low,0,Normal
8,1,India,0.81,0,0,Firefox,4,Low,2,Normal
12,1,India,0.95,0,0,Edge,4,Low,1,Normal
2,0,China,0.26,1,10,Chrome,13,High,8,Attack
8,1,India,0.86,0,1,Chrome,4,Medium,0,Normal
23,0,Germany,0.57,1,3,Firefox,6,Medium,6,Suspicious
